从哪一天开始在广州市内骑摩托车会被没收？|2007年1月16日
有一种假设是赛德娜的轨道与什么巨大且遥远的天体种类有关？|太阳伴星
赛德娜被什么机关看做是黄道离散天体？|小行星中心
赛德娜目前被什么视为黄道离散天体？|小行星中心
赛德娜拥有非常接近什么形状的公转轨道？|椭圆
谁认为赛德娜会受到一颗位于内奥尔特云的未知行星的干扰？|戈麦斯
赛德娜一开始被认为其自转周期自少的速率为几天？|20
如果需要估计赛德娜著辆需要有赛德娜的什么？|卫星
甲烷冰或水冰在赛德娜表面上的量如何？|很少
中华民国考试院院长由谁提名？|中华民国总统
总统的职权于什么法律上有规定？|宪法
提名立法院同意权是什么人拥有的？|总统
谁有解散立法院的权力？|总统
总统的解职中为法律责任的是哪一项？|弹劾
总统弹劾案在司法院处理之前会经过什么机构？|立法院
蒋中正于1949年1月21日引退之后什么时候又复出了？|1950年3月1日
科科斯群岛是由什么种类的岛所组成的？|珊瑚岛
居住在科科斯群岛的人大部分使用什么语言交流？|马来亚方言
与伯斯和圣诞岛之间有包机服务的是什么岛？|科科斯群岛
科科斯群岛委员会于何时成立？|1979年
科科斯群岛并入澳大利亚是透过什么方式？|居民投票
哪边是世界上观看远洋生物的最好的岛？|科科斯群岛
诗经中收录的诗共有多少？|305首
在中国被称为纯文学之祖的为哪部作品？|诗经
在诗经中可以学习讽刺方法是谁提出的？|孔子
从哪本书中可以看到历史运行的规律？|诗经
是谁删了原本的约两千七百篇古诗然后剩下的编成《诗》？|孔子
毛诗中的注释以什么为依据？|古文经
什么人在引用典故时拿毛诗序当作诗的解释？|古人
《诗经》中哪部分为文学精华？|国风
有些人认为什么东西属于典雅音乐但是没有人不能懂？|雅
赋、比、兴这三种表现手法用在什么作品中？|诗经
诗经中哪一部分共74首？|小雅
十三经注疏为什么政府修订的？|明朝
哪一门学问的主要研究为生物体间遗传差异的影响？|遗传学
本世纪发展最快的领域中研究基因功能的为？|分子遗传学
蛋白质的表现和纯化是什么学问中最基本的技术？|分子生物学
什么技术中组织中的核糖核酸会被分离并转化为标记的互补去氧核糖核酸？|微阵列技术
如要检测血液样品中含有哪些蛋白质可以用什么？|抗体微阵列
地球静止轨道是什么在加速后可以达到的？|地球同步转移轨道
拥有地球静止轨道的约2倍运载能力的轨道为？|地球同步转移轨道
日治时期在台湾东部设立的宜兰市高于何种行政层级的重要性？|镇
什么时候开始县政府的所在地能设立县辖市？|1981年
台湾县辖市人口在什么时候改成10万人为下限？|2015年5月29日
台湾人口最多的县辖市为？|彰化市
目前台湾哪一镇距离县辖市的门槛最近？|南投县草屯镇
克卜勒轨道中含有什么的包含了轨道离心率等于1的径向椭圆轨道？|负能量
行星、小行星以接近椭圆的轨道环绕著太阳是哪里的特征？|太阳系
新墨西哥州中有将近四分之一的人口信仰什么宗教？|新教
哪一国家在高椭圆轨道卫星的发展最为重视？|苏联
马绍尔群岛这个名字是哪国人取的？|英国
马绍尔群岛的政体为？|总统制共和
马绍尔群岛被德国占领后59年被什么国家攻打？|美国
住在马久罗和伊拜两环礁的人口占了整个马绍尔群岛的多少比例？|三分之二
马绍尔群岛为何与中华人民共和国断交？|转而承认中华民国
中国的城市中总面积6,591平方公里的为？|扬州市
扬州最后一次经济鼎盛的时期为？|明清时期
什么地方同时是士大夫必游五都会也是拥有「和田玉，扬州工」之称的地方？|扬州
苏北行政公署的首府在何时以前为扬州？|1952年
扬州市的现辖区域在哪部分差不到一度？|东经
中国全国人口普查第六次与第五次隔了多久？|十年
扬州地铁的规划中线路最多的种类有多少的线网密度？|0.30公里/平方公里
扬州市中的基督教神职人员中什么职位的数量为副牧师的三倍？|牧师
南兖州的前身为？|广陵县
扬州的治所于哪位皇帝在位时移到广陵？|唐高祖
扬州于何时手工业相当发达？|唐代
骆宾王于何时起兵反对武则天执政？|684年
绍兴和议中金国和宋国在扬州的国界线订为？|淮水
扬州在康乾盛世之前什么时候也为经济的巅峰？|唐朝
官盐的集散地中由两淮盐场生产的官盐的在哪？|扬州
古希腊文明打下了现在什么文明的根基？|西方文明
希腊城邦在伯罗奔尼撒半岛中最重要的为？|斯巴达
伊利里亚和伊比利亚半岛东北部均有被什么地方的人殖民过？|希腊
民主制度最早在什么时候出现？|古希腊
体育馆的教育被认为是分享希腊文化的先决条件是在何时？|希腊化时期
古希腊哪一城邦并非采取自由的经济政策？|斯巴达
亚历山大城于何时期成为当时最大的城市？|希腊化时代
红花瓶是古希腊哪一城邦的特产？|雅典
古希腊金融业的商业界利息最高是百分之多少？|18
罗马帝国成立之前的历史为？|古希腊
巴特农神庙为希腊什么时期的建筑？|古典时期
戏剧在什么时候的主流和古希腊时期相反？|希腊化时代
古希腊的历史之父为？|希罗多德
将人生最高的目的在追求快乐视为主旨的学派盛行于什么时候？|希腊化时代
西方艺术的主要源头是何时代？|古希腊
古希腊人会使用什么来纪念大的政治事件？|纪念雕像
什么时候的绘画作品已经几乎找不到了？|希腊化时代
古希腊的医学之父为？|希波克拉底
古希腊人一天中的第二餐会在什么时候吃？|太阳下山时
古代奥林匹克运动会于何时举办第一届？|前776年
现在对于古希腊的认知几乎只知道哪一城邦？|雅典
古代奥林匹克运动会第一届于何时举行？|前776年
让《圣经》上的历史不被视为绝对正确的原因为？|启蒙运动
麦锡尼时期于何时结束？|前1100年
哪一国家在波希战争的第二次中取得胜利？|希腊
伯罗奔尼撒战争是哪一方引起的？|底比斯
波斯帝国的灭亡因为什么国家的关系？|马其顿
希腊化时代因什么国家的兴起而结束？|古罗马共和国
戏剧的哪一元素最为重要？|演员
会扮演戏剧中的人物的人为？|演员
原始宗教的巫术仪式可能是什么的起源？|戏剧
「南戏北剧」这用法于何时出现？|明代以后
哪一种戏剧被普遍认为是西方戏剧的曙光？|古希腊悲剧
悲剧的四部曲中羊人剧有多少部？|一
喜剧于何时变得更加写实？|希腊化时期
将角色性格作为题材的戏剧类型为？|喜剧
完备的戏剧文本创作要到了什么朝代才有？|宋代
花雅之争中的雅指的是什么？|昆曲
一台戏的先决条件为？|戏剧文本
战国中期宋的首都曾在哪？|徐州
于2013年2月审批通过的什么平均每条线路长度约为22333公尺？|徐州轨道交通
2016年时拥有江苏第5名国内生产总值的地区为？|徐州
徐州市的高新技术产业的集聚地在哪？|徐州经济技术开发区
徐州国家高新技术产业开发区的前身为？|铜山经济开发区
哪边的中原官话与江苏省中南部地区的文化有所差异？|徐州市
快哉亭、放鹤亭等位在中国的哪边？|徐州
铜山县第一区于什么时候设置徐州市？|1939年2月19日
徐州从什么时候开始脱离比苏南地区落后的时期？|2008年
徐州市至少有多久的年均无霜期？|200天
中国的第六次全国人口普查与第五次相差多久？|十年
哪边是京沪线与陇海线的交会处？|徐州
徐州于哪天后完成了所有县市均有高速公路联通的目标？|2010年11月3日
徐州城内的已定级航道总共多长？|1065.2公里
日本常常以什么名目在南纬40度线以南的地区捕捉鲸鱼？|科学调查
南冰洋的边界为？|南纬60度
海与洋的边界及名称于何时得到统一？|1919年7月24日
南极洲的大陆棚不止深而且怎样？|窄
南冰洋大部分的生物的食物来源为？|浮游植物
可以在每平方公尺看到155000个动物的洋是为？|南大洋
咆哮40度、狂暴50度等名称的产生是因为什么海洋没有陆地来影响洋流流动？|南大洋
混乱无政府状态不是有著什么思想的人对「无政府」的定义？|无政府主义
自由放任的资本主义经济体制是哪一派的主张？|无政府资本主义
无政府资本主义在部分学者眼中是为什么的形式之一？|无政府主义
大部分无政府资本主义者认为无政府主义的必要存在为什么主义？|资本主义
「财产权是一种偷窃」出自于哪一作品？|什么是财产？
詹姆士·季佑姆的老师是谁？|巴枯宁
哪位理论家不会强制让人接受共产主义？|克鲁泡特金
会介入在政治上的议会体制的集产主义派系的领导人是谁？|马克思
第一国际将理念为什么的人逐出后把哪边当作新的总部所在？|纽约
「彼窃钩者诛，窃国者为诸侯」出自于谁的作品？|庄子
第一次世界大战中将合作主义采纳进去的组织于何时创立？|1895年
无政府主义在哪边拥有无政府工团主义的成分颇大？|拉丁美洲
有多少万人会定期向西班牙联合总工会缴会费？|6
什么的政变原本得到许多无政府主义者的支持后来却反过来对付他们？|布尔什维克
谁让无政府主义运动的形象被大大的损害？|布尔什维克
法西斯主义代表了对权力原则的理论和实践的极度赞扬是谁的看法？|路易吉·法布里
法西斯主义于何时将无政府主义打败？|1939年
部分革命者于什么时期鼓励暗杀国家元首等行为？|19世纪后期
哪一派的人士主张彻底且非暴力的无政府主义？|和平无政府主义
释太虚为哪一理念的代表者？|佛教无政府主义
「自由妇女」这一组织于何时形成？|西班牙内战中
人类的什么本能会因人变得利己而自动被赋予？|社会性
哪一派别认为压迫自然界和压迫妇女是一样的？|生态女性主义
将后结构主义与古典无政府主义融合的思想是什么的原意？|后无政府主义
认为将国家用作制止暴力的手段无法将国家的存在正当化是哪种思想的人？|无政府主义者
哪一词在不同的无政府主义流派中有不同的意义？|全球化
什么理念的部分人认为要击败独裁主义信息技术为最佳方案？|无政府主义
